title,year,rating,name
Like Father,2001,6.8,Drama
The Mark of Cain,2001,7.7,Documentary
Be My Star,2001,6.4,Romance
Oda Presernu,2001,7.1,Comedy
The Wackos,2002,5.3,Comedy
The Wackos,2002,5.3,Crime
The Wackos,2002,5.3,Drama
Return to Innocence,2001,7.1,Drama
Rudyland,2001,5.4,Documentary
Shadow Fury,2001,3.8,Action
Shadow Fury,2001,3.8,Sci-Fi
Sottovento!,2001,5.7,Drama
Taboo,2002,3.6,Drama
Taboo,2002,3.6,Horror
Taboo,2002,3.6,Mystery
Tangy Guacamole,2003,1.4,Adventure
Tangy Guacamole,2003,1.4,Comedy
Tangy Guacamole,2003,1.4,Fantasy
Tokyo Marigold,2001,6.8,Romance
Tom & Thomas,2002,6.8,Family
A Private Affair,2002,6.3,Crime
A Private Affair,2002,6.3,Mystery
A Private Affair,2002,6.3,Thriller
The Wager,2004,6.9,Comedy
The Wager,2004,6.9,Romance
The Year That Trembled,2002,5.2,Drama
The Year That Trembled,2002,5.2,Romance
The Year That Trembled,2002,5.2,War
Zelary,2003,7.7,Drama
Zelary,2003,7.7,Romance
El amor y el espanto,2001,6.9,Drama
Ghost Ship,2002,5.5,Horror
Chiquititas: Rincón de luz,2001,6.1,Adventure
Chiquititas: Rincón de luz,2001,6.1,Comedy
Chiquititas: Rincón de luz,2001,6.1,Drama
Chuet sik san tau,2001,4.5,Action
Chuet sik san tau,2001,4.5,Drama
Chuet sik san tau,2001,4.5,Thriller
Cover Story,2002,4,Thriller
"Hi, Tereska",2001,7.2,Drama
The War in Paris,2002,5.7,Drama
Iluminados por el fuego,2005,6.9,Adventure
Iluminados por el fuego,2005,6.9,Drama
Iluminados por el fuego,2005,6.9,War
Love Story by Tea,2001,6.8,Drama
"Ni vivo, ni muerto",2002,6,Drama
"Ni vivo, ni muerto",2002,6,Thriller
The Lost Steps,2001,7.1,Drama
A Conversation with an Alien,2001,3.4,Sci-Fi
May Day Mayhem!,2001,5.7,Comedy
Darkness,2009,4.8,Horror
Darkness,2009,4.8,Thriller
Desire,2002,5.8,Drama
Desire,2002,5.8,Romance
Emerald Cowboy,2003,7,Documentary
Emerald Cowboy,2003,7,Drama
Failan,2001,7.7,Drama
Failan,2001,7.7,Romance
Fukssvansen,2001,5.9,Comedy
The Full Moon,2001,6.1,Drama
Guardian,2001,3.9,Action
Guardian,2001,3.9,Sci-Fi
Guardian,2001,3.9,Thriller
The Powerpuff Girls Movie,2002,6.5,Action
The Powerpuff Girls Movie,2002,6.5,Adventure
The Powerpuff Girls Movie,2002,6.5,Animation
Santa Maradona,2001,6.9,Comedy
School Killer,2001,4.3,Horror
School Killer,2001,4.3,Mystery
This Was Solitude,2002,5.5,Drama
Malevolent,2002,5.3,Crime
Malevolent,2002,5.3,Drama
Malevolent,2002,5.3,Thriller
Whacked!,2002,7,Action
Whacked!,2002,7,Comedy
Wie die Karnickel,2002,5.8,Comedy
Young Adam,2003,6.5,Crime
Young Adam,2003,6.5,Drama
Aks,2001,5.9,Action
Aks,2001,5.9,Crime
Aks,2001,5.9,Horror
Analyze That,2002,5.9,Comedy
Analyze That,2002,5.9,Crime
Ausziehn!,2001,5.2,Comedy
The Butterfly Effect,2004,7.7,Sci-Fi
The Butterfly Effect,2004,7.7,Thriller
Carolina,2003,6.2,Comedy
Carolina,2003,6.2,Drama
Carolina,2003,6.2,Romance
Chasing Sunsets,2001,6.6,Drama
Inbred Rednecks,2001,5.2,Comedy
Leïla,2001,4.9,Drama
The Life of David Gale,2003,7.6,Crime
The Life of David Gale,2003,7.6,Drama
The Life of David Gale,2003,7.6,Thriller
Losing Hope,2001,7.7,Comedy
Meet the Fockers,2004,6.3,Comedy
Meet the Fockers,2004,6.3,Romance
Ingil,2001,6.9,Crime
Ingil,2001,6.9,Drama
A Light in the Darkness,2002,6,Drama
A Light in the Darkness,2002,6,Horror
Made in Israel,2001,6.7,Drama
New Suit,2002,5.8,Comedy
The Pink House,2003,6.8,Comedy
Space Station 3D,2002,7.5,Documentary
Track 16,2001,7.1,Crime
Track 16,2001,7.1,Drama
Track 16,2001,7.1,Thriller
The Wash,2001,4.7,Comedy
X-Men 2,2003,7.5,Action
X-Men 2,2003,7.5,Adventure
X-Men 2,2003,7.5,Fantasy
Africano,2001,5.8,Adventure
Africano,2001,5.8,Comedy
The Afternoon of a Torturer,2001,7.7,Biography
The Afternoon of a Torturer,2001,7.7,Comedy
The Afternoon of a Torturer,2001,7.7,Drama
Nearest to Heaven,2002,5.4,Drama
Nearest to Heaven,2002,5.4,Romance
"Breathe In, Breathe Out",2001,6.4,Documentary
By Hook or by Crook,2001,5.8,Crime
By Hook or by Crook,2001,5.8,Drama
By Hook or by Crook,2001,5.8,Romance
Coil,2001,6.7,Crime
Coil,2001,6.7,Drama
Dark Side,2003,3.9,Drama
Dark Side,2003,3.9,Thriller
En construcción,2001,7.6,Documentary
Break of Dawn,2002,5.6,Action
Break of Dawn,2002,5.6,Drama
Fasuna to Chibusa,2002,5.1,Drama
Brownwood,2004,5.1,Comedy
Brownwood,2004,5.1,Drama
Last Ride,2001,6.7,Action
Last Ride,2001,6.7,Adventure
Last Ride,2001,6.7,Comedy
Behind the Sun,2001,7.7,Drama
Farewell Homeland,2003,5.4,Western
Akasha,2001,5.4,Fantasy
Asesinato en febrero,2001,7.2,Documentary
Bambola,2001,6.4,Adult
Blue Remains,2001,5.1,Animation
Blue Remains,2001,5.1,Sci-Fi
Candidature,2001,6.5,Comedy
Candidature,2001,6.5,Drama
The Devils,2002,7.3,Drama
An Enraged New World,2002,6.1,Action
An Enraged New World,2002,6.1,Adventure
An Enraged New World,2002,6.1,Fantasy
666: In Bed with the Devil,2002,5.2,Comedy
The Son,2002,7.7,Drama
The Son,2002,7.7,Mystery
Silent Grace,2001,7,Drama
Angel Blade,2002,3.2,Thriller
Frágil Como o Mundo,2002,6.9,Drama
Frágil Como o Mundo,2002,6.9,Romance
Instinct to Kill,2001,4.8,Action
Instinct to Kill,2001,4.8,Thriller
Jaizkibel,2001,6.5,Drama
Jak ukrást Dagmaru,2001,1.5,Comedy
La libertad,2001,7,Drama
Lunar Girl,2001,7,Drama
Lunar Girl,2001,7,Music
Mean Machine,2001,6.5,Comedy
Mean Machine,2001,6.5,Crime
Mean Machine,2001,6.5,Drama
Millennium Actress,2001,7.9,Animation
Millennium Actress,2001,7.9,Drama
Millennium Actress,2001,7.9,Fantasy
Más pena que Gloria,2001,6.1,Comedy
Nayak: The Real Hero,2001,7.8,Action
Nayak: The Real Hero,2001,7.8,Drama
Nayak: The Real Hero,2001,7.8,Thriller
Nelson Gonçalves,2002,7.8,Biography
Nelson Gonçalves,2002,7.8,Drama
Normale Zeiten,2001,5.3,Documentary
Novo,2002,5.7,Comedy
Novo,2002,5.7,Drama
Novo,2002,5.7,Romance
Okay,2002,6.6,Comedy
Okay,2002,6.6,Drama
Okay,2002,6.6,Romance
Monsieur Batignole,2002,7,Comedy
Monsieur Batignole,2002,7,Drama
Monsieur Batignole,2002,7,War
P.O.V,2001,7.6,Horror
P.O.V,2001,7.6,Thriller
Pleasures of Sin,2001,3.3,Crime
Pleasures of Sin,2001,3.3,Drama
Pleasures of Sin,2001,3.3,Romance
Riverplay,2001,4.7,Thriller
Sagitario,2001,5.5,Comedy
Sagitario,2001,5.5,Drama
Swept Away,2002,3.6,Comedy
Swept Away,2002,3.6,Romance
A Cab for Three,2001,7,Crime
A Cab for Three,2001,7,Drama
A Cab for Three,2001,7,Thriller
Larger Than Life,2001,7.3,Drama
Step by Step,2002,7,Crime
Step by Step,2002,7,Thriller
A Housekeeper,2002,6.3,Comedy
A Housekeeper,2002,6.3,Drama
A Housekeeper,2002,6.3,Romance
Unsettled,2001,5,Drama
Le ventre de Juliette,2003,6.8,Comedy
Le ventre de Juliette,2003,6.8,Drama
Wave Twisters,2001,7.3,Adventure
Wave Twisters,2001,7.3,Animation
Wave Twisters,2001,7.3,Musical
Welcome to the Neighborhood,2003,6.8,Drama
Cat Hairs,2001,6.6,Crime
Cat Hairs,2001,6.6,Drama
Cat Hairs,2001,6.6,Romance
Reisei to jônetsu no aida,2001,6.7,Romance
Bodily Sanctions,2001,3.8,Drama
Bodily Sanctions,2001,3.8,Thriller
Bottomfeeders,2001,6.5,Comedy
The Round and Round,2002,1.2,Drama
Crackerjack,2002,6.8,Comedy
Haru,2001,6.9,Drama
Haru,2001,6.9,Romance
Embun,2002,7.3,Romance
Embun,2002,7.3,War
Do Fish Do It?,2002,6.9,Drama
G,2002,5,Drama
G,2002,5,Romance
In the Bosom of the Enemy,2001,5.5,Drama
In the Bosom of the Enemy,2001,5.5,War
Fish People,2001,4.6,Comedy
Germanikus,2004,4.2,Adventure
Germanikus,2004,4.2,Comedy
Hacks,2002,6.7,Comedy
Intimate Stories,2002,7.5,Comedy
Intimate Stories,2002,7.5,Drama
Horseplay,2003,4.5,Comedy
Idola,2002,7.2,Comedy
Idola,2002,7.2,Romance
Where Is Tong?,2001,5.1,Adventure
Man-hole,2001,6.9,Drama
Teacher in a Bikini,2002,6.1,Crime
Teacher in a Bikini,2002,6.1,Drama
Mila,2001,7.1,Drama
Mitr: My Friend,2002,6.7,Drama
Palermo flüstert,2001,6.4,Drama
Whispering Sands,2001,7.2,Drama
A Passage to Ottawa,2001,7.2,Drama
A Passage to Ottawa,2001,7.2,Family
The Waking,2001,2,Horror
Wheatfield with Crows,2002,8.4,Biography
Wheatfield with Crows,2002,8.4,Drama
Wheatfield with Crows,2002,8.4,Music
Altered Species,2001,2.4,Horror
Altered Species,2001,2.4,Thriller
Absolute Hundred,2001,7.5,Action
Absolute Hundred,2001,7.5,Crime
Absolute Hundred,2001,7.5,Drama
The Boys of Sunset Ridge,2001,6.2,Drama
"Don Quixote, Knight Errant",2002,5.9,Comedy
"Don Quixote, Knight Errant",2002,5.9,Drama
"Don Quixote, Knight Errant",2002,5.9,Romance
Jet Lag,2002,6.2,Comedy
Jet Lag,2002,6.2,Romance
Déjala correr,2001,6.1,Comedy
Déjala correr,2001,6.1,Drama
Déjala correr,2001,6.1,Fantasy
Indian Summer,2001,6.6,Crime
Indian Summer,2001,6.6,Drama
Lajja,2001,6.8,Crime
Lajja,2001,6.8,Drama
The Magic Stone,2009,7.7,Adventure
The Magic Stone,2009,7.7,Family
The Magic Stone,2009,7.7,Fantasy
Local Boys,2002,6.8,Drama
Los,2001,7.5,Documentary
The Mallory Effect,2002,5.1,Comedy
Marie-Jo and Her 2 Lovers,2002,6.6,Drama
Mendam berahi,2002,4,Action
Mendam berahi,2002,4,Romance
Metropolis,2001,7.3,Adventure
Metropolis,2001,7.3,Animation
Metropolis,2001,7.3,Drama
Das Monstrum,2001,6,Adventure
Das Monstrum,2001,6,Comedy
Das Monstrum,2001,6,Crime
Murder by Numbers,2004,6.3,Crime
Murder by Numbers,2004,6.3,Documentary
The Butterfly,2001,6.1,Sci-Fi
Loco Love,2003,5.3,Comedy
Loco Love,2003,5.3,Romance
"Novo, novo vrijeme",2001,8.5,Documentary
Bellini and the Sphynx,2002,6.6,Crime
Kiss Me Much,2001,5.9,Drama
Beyond Borders,2003,6.5,Adventure
Beyond Borders,2003,6.5,Drama
Beyond Borders,2003,6.5,Romance
Blind Spot,2002,7.1,Drama
Blind Spot,2002,7.1,Thriller
Buck Naked Arson,2001,5,Comedy
Buck Naked Arson,2001,5,Drama
The Pinochet Case,2001,7.7,Documentary
Family,2001,7.6,Documentary
Family,2001,7.6,Drama
Fish in a Barrel,2001,5.3,Comedy
Fish in a Barrel,2001,5.3,Drama
The Flats,2002,6.1,Comedy
The Flats,2002,6.1,Drama
The Gathering,2002,5.7,Horror
The Gathering,2002,5.7,Thriller
Gedebe,2003,5.7,Drama
Hungry Hearts,2002,6.7,Comedy
Hungry Hearts,2002,6.7,Drama
Hollywood Dot Com,2007,5.3,Comedy
Kaante,2002,6.6,Action
Kaante,2002,6.6,Crime
Kaante,2002,6.6,Drama
Kommando Störtebeker,2001,5.2,Adventure
Kommando Störtebeker,2001,5.2,Animation
Mapmaker,2001,5.8,Thriller
Marujas asesinas,2001,5.1,Comedy
Marujas asesinas,2001,5.1,Crime
Marujas asesinas,2001,5.1,Drama
Me and Morrison,2001,4.9,Crime
Me and Morrison,2001,4.9,Romance
Mit Ikea nach Moskau,2001,7.2,Documentary
The Myth,2003,6,Documentary
The Myth,2003,6,Music
The Bomber,2001,4.9,Drama
The Bomber,2001,4.9,Thriller
Last Present,2001,7,Drama
Last Present,2001,7,Romance
Ghost River,2002,6.1,Drama
Wings of Hope,2001,6.8,Drama
The Damned,2002,5.6,Drama
La loi du cochon,2001,7.1,Action
La loi du cochon,2001,7.1,Comedy
La loi du cochon,2001,7.1,Thriller
The Moonhunter,2001,7.2,Drama
The Moonhunter,2001,7.2,War
Agua de fuego,2001,6.7,Documentary
Ambassadors Seek Country,2003,5.7,Comedy
My Mother,2001,7.2,Drama
"Anita, the Insect Hunter",2001,7.7,Drama
Austin Powers in Goldmember,2002,6.2,Action
Austin Powers in Goldmember,2002,6.2,Adventure
Austin Powers in Goldmember,2002,6.2,Comedy
The Baby Juice Express,2004,5.1,Comedy
The Baby Juice Express,2004,5.1,Crime
One Fine Spring Day,2001,7.3,Drama
One Fine Spring Day,2001,7.3,Romance
The Golden Key,2001,7.5,Romance
The Golden Key,2001,7.5,War
Silence,2001,6.5,Drama
Two,2002,6.3,Drama
The Education of a Vampire,2001,5,Horror
Personal Velocity,2002,6.6,Drama
Personal Velocity,2002,6.6,Romance
Essence of Echoes,2002,4.1,Horror
Essence of Echoes,2002,4.1,Thriller
The Extreme Team,2003,3.6,Action
Fantômes,2001,6.3,Drama
Feardotcom,2002,3.3,Crime
Feardotcom,2002,3.3,Horror
Feardotcom,2002,3.3,Thriller
Turnaround,2002,5.1,Drama
Final Romance,2001,6.7,Comedy
Final Romance,2001,6.7,Drama
Final Romance,2001,6.7,Romance
The Frank Truth,2001,4,Documentary
Giraffes,2001,7.1,Action
Giraffes,2001,7.1,Drama
A Guy Thing,2003,5.6,Comedy
A Guy Thing,2003,5.6,Romance
Heartlands,2002,6.9,Comedy
Heartlands,2002,6.9,Drama
Hong Kong Pie,2001,2.7,Comedy
Into the Flames,2002,5.5,Action
Into the Flames,2002,5.5,Crime
Into the Flames,2002,5.5,Drama
Shirdi Sai Baba,2001,3.5,Drama
Shirdi Sai Baba,2001,3.5,Mystery
Going Shopping,2005,4.9,Drama
Going Shopping,2005,4.9,Romance
So Faraway and Blue,2001,6.5,Drama
Spudmonkey,2001,7.3,Comedy
Station,2001,5.8,Crime
North Station,2002,5.4,Comedy
North Station,2002,5.4,Family
North Station,2002,5.4,Romance
Stereo Future,2001,6.9,Comedy
Stereo Future,2001,6.9,Romance
Stille Liebe,2001,6.8,Drama
Suck My Dick,2001,4,Comedy
Southeast,2002,5.9,Crime
Southeast,2002,5.9,Drama
Tirana Year Zero,2001,6.2,Comedy
The Warrior,2001,6.8,Adventure
The Warrior,2001,6.8,Drama
Wrong Turn,2003,6.1,Horror
xXx,2002,5.8,Action
xXx,2002,5.8,Adventure
xXx,2002,5.8,Thriller
Xtreme Warriors,2001,6.2,Action
Fraud Feathers and Fairies,2003,6.3,Animation
Fraud Feathers and Fairies,2003,6.3,Comedy
Fraud Feathers and Fairies,2003,6.3,Family
Take Away,2003,5.7,Comedy
Taxi 3,2003,5.8,Action
Taxi 3,2003,5.8,Comedy
Taxi 3,2003,5.8,Crime
Time Changer,2002,5.5,Drama
Time Changer,2002,5.5,Fantasy
Time Changer,2002,5.5,Sci-Fi
Shooting Stars,2002,4.3,Comedy
Shooting Stars,2002,4.3,Sport
Friday Night,2002,6.8,Drama
Friday Night,2002,6.8,Romance
Sons and Daughters,2001,7.2,Drama
Fits and Starts,2002,6.5,Romance
High Adventure,2001,3.5,Action
High Adventure,2001,3.5,Adventure
If Wishes Were Horses,2002,5.4,Drama
Marco Polo: Return to Xanadu,2001,5.7,Adventure
Marco Polo: Return to Xanadu,2001,5.7,Animation
Marco Polo: Return to Xanadu,2001,5.7,Biography
Meier 19,2001,7.1,Documentary
My Voice,2002,6.7,Musical
Out of Edeka,2001,7.2,Documentary
The Best Day of My Life,2002,7,Drama
A Scandalous Journey,2002,5.6,Biography
A Scandalous Journey,2002,5.6,Drama
A Scandalous Journey,2002,5.6,Romance
Putih,2001,5.1,Animation
Putih,2001,5.1,Drama
Real Women Have Curves,2002,7,Comedy
Real Women Have Curves,2002,7,Drama
Deep Breath,2001,6.7,Drama
Gimme Gimme,2001,6.6,Drama
Bala perdida,2001,5.1,Crime
Bala perdida,2001,5.1,Drama
Bala perdida,2001,5.1,Romance
Bollywood Bound,2002,8.5,Documentary
The Cage,2002,6.2,Drama
Cathedral,2002,6.1,Drama
The Chronicles of Riddick,2004,6.7,Action
The Chronicles of Riddick,2004,6.7,Adventure
The Chronicles of Riddick,2004,6.7,Sci-Fi
Company,2002,8,Action
Company,2002,8,Crime
Company,2002,8,Drama
Feathers in My Head,2003,6.6,Drama
Feathers in My Head,2003,6.6,Mystery
Down the Road,2006,7.7,Drama
Down the Road,2006,7.7,Mystery
Down the Road,2006,7.7,Thriller
En territoire indien,2003,4.6,Crime
En territoire indien,2003,4.6,Drama
The Rain Children,2003,6.7,Adventure
The Rain Children,2003,6.7,Animation
The Rain Children,2003,6.7,Fantasy
Evil Rising,2002,5.1,Adventure
Evil Rising,2002,5.1,Horror
We Need a Vacation,2002,6.1,Comedy
We Need a Vacation,2002,6.1,Drama
Take Care of My Cat,2001,7.4,Drama
Heroines,2001,8.4,Documentary
Irène,2002,6.3,Comedy
Irène,2002,6.3,Drama
Irène,2002,6.3,Romance
My Wife Is a Gangster,2001,6.5,Action
My Wife Is a Gangster,2001,6.5,Comedy
My Wife Is a Gangster,2001,6.5,Crime
Khaled,2001,7.1,Drama
Kiss the Bride,2002,5.5,Comedy
Kiss the Bride,2002,5.5,Drama
Kiss the Bride,2002,5.5,Romance
Catch That Girl,2002,6.1,Action
Catch That Girl,2002,6.1,Adventure
Catch That Girl,2002,6.1,Crime
Above the Clouds,2003,6.1,Thriller
Master of the Game,2002,7.3,Drama
Master of the Game,2002,7.3,Thriller
Inheritance,2004,4.7,Drama
Inheritance,2004,4.7,Horror
Inheritance,2004,4.7,Thriller
Shipwrecked on Route D 17,2002,5.9,Comedy
Olsen Gang Junior,2001,4.4,Comedy
Olsen Gang Junior,2001,4.4,Crime
Porto of My Childhood,2001,7.4,Drama
Die Scheinheiligen,2001,7.1,Comedy
Little Secrets,2001,6.5,Comedy
Little Secrets,2001,6.5,Drama
Little Secrets,2001,6.5,Family
Senza filtro,2001,5.5,Action
Senza filtro,2001,5.5,Comedy
Senza filtro,2001,5.5,Drama
Tenfold,2002,5.3,Drama
Valentin,2002,7.7,Comedy
Valentin,2002,7.7,Drama
Valentin,2002,7.7,Romance
Virtual Reality,2001,5.4,Action
Virtual Reality,2001,5.4,Drama
Virtual Reality,2001,5.4,Thriller
Life Kills,2002,5.8,Comedy
Life Kills,2002,5.8,Drama
Life Kills,2002,5.8,Romance
Taking Moses for a Ride,2001,4.5,Comedy
Taking Moses for a Ride,2001,4.5,Drama
Taking Moses for a Ride,2001,4.5,Family
Lara,2002,5.7,Biography
Lara,2002,5.7,Drama
Midnight Days,2001,6.7,Drama
Midnight Days,2001,6.7,Fantasy
Midnight Days,2001,6.7,Horror
Mindhunters,2004,6.4,Crime
Mindhunters,2004,6.4,Horror
Mindhunters,2004,6.4,Mystery
At My Finger Tips,2002,6.8,Drama
At My Finger Tips,2002,6.8,Music
The New Jean-Claude,2002,5.3,Comedy
Summer Love,2001,6.4,Drama
Sonhos Tropicais,2001,6.6,Drama
South West 9,2001,5.7,Drama
The Stoneman,2002,7.6,Action
The Stoneman,2002,7.6,Horror
The Stoneman,2002,7.6,Mystery
Summertime,2001,5.4,Drama
Summertime,2001,5.4,Thriller
Tribute,2001,7.2,Documentary
Troublesome Night 11,2001,3.7,Horror
Ultimate X: The Movie,2002,6.6,Documentary
Ultimate X: The Movie,2002,6.6,Sport
Visionaires,2001,5.5,Drama
All About Lily Chou-Chou,2001,7.7,Crime
All About Lily Chou-Chou,2001,7.7,Drama
All About Lily Chou-Chou,2001,7.7,Music
Everybody Loves Alice,2002,5.7,Drama
Argo,2004,7.1,Action
Argo,2004,7.1,Comedy
Ascension,2002,4.9,Drama
Ascension,2002,4.9,Fantasy
Ascension,2002,4.9,Horror
Au-delà de Gibraltar,2001,6.4,Drama
Kaena: The Prophecy,2003,6.1,Adventure
Kaena: The Prophecy,2003,6.1,Animation
Kaena: The Prophecy,2003,6.1,Family
Beyond the Limits,2003,4.8,Horror
Beyond the Limits,2003,4.8,Thriller
Black Chicks Talking,2002,8.3,Documentary
Brazilero,2001,6.1,Comedy
Brazilero,2001,6.1,Drama
We Can Be Heroes!,2002,5.3,Drama
We Can Be Heroes!,2002,5.3,Family
Le cinéma des cahiers,2001,7.4,Documentary
Far from Heaven,2002,7.4,Drama
Far from Heaven,2002,7.4,Romance
Harmful Insect,2001,7.1,Drama
Gua Sha Treatment,2001,6.7,Drama
Inside Boystown,2001,6.7,Documentary
Ittefaq,2001,4.6,Action
Ittefaq,2001,4.6,Comedy
Ittefaq,2001,4.6,Drama
Janela da Alma,2001,8,Documentary
Jiyan,2002,6.8,Drama
Jiyan,2002,6.8,Romance
Wallah Be,2002,5.3,Drama
Wallah Be,2002,5.3,Family
Manito,2002,6.9,Drama
Manito,2002,6.9,Family
Mr. Smith Gets a Hustler,2002,4.9,Crime
Mr. Smith Gets a Hustler,2002,4.9,Drama
Mr. Smith Gets a Hustler,2002,4.9,Romance
Much Ado About Something,2001,7,Documentary
Much Ado About Something,2001,7,Mystery
"Nem Gravata, Nem Honra",2001,7.4,Documentary
No sabe no contesta,2002,5.9,Comedy
No sabe no contesta,2002,5.9,Romance
A Dog Called Pain,2001,7.3,Animation
A Dog Called Pain,2001,7.3,Sci-Fi
Purgatory House,2004,6.2,Drama
El regreso,2003,7.7,Drama
El regreso,2003,7.7,Thriller
Seaside,2002,5.6,Drama
Resolution,2001,4.1,Drama
Resolution,2001,4.1,Thriller
The Ring,2002,7.1,Horror
The Ring,2002,7.1,Mystery
Rosenstrasse,2003,6.8,Drama
Rosenstrasse,2003,6.8,War
Shrek 2,2004,7.2,Adventure
Shrek 2,2004,7.2,Animation
Shrek 2,2004,7.2,Comedy
Sin Amparo,2004,4.5,Drama
Sisid,2001,7,Drama
Strass,2001,6.6,Drama
United We Stand and Swim,2001,5.2,Comedy
United We Stand and Swim,2001,5.2,Romance
8 Mile,2002,7.1,Drama
8 Mile,2002,7.1,Music
La Vida Rosa,2001,7.1,Crime
La Vida Rosa,2001,7.1,Drama
La Vida Rosa,2001,7.1,Romance
Blues Road Movie,2002,7.5,Documentary
Blues Road Movie,2002,7.5,Music
Whale Rider,2002,7.6,Drama
Whale Rider,2002,7.6,Family
Der Zimmerspringbrunnen,2001,5.9,Comedy
Quitting,2001,7.2,Biography
Quitting,2001,7.2,Drama
Quitting,2001,7.2,Music
Card Sharks,2001,6.9,Action
Card Sharks,2001,6.9,Comedy
Change My Life,2001,5.8,Drama
Danny in the Sky,2001,4.5,Drama
Derailed,2002,3.9,Action
Derailed,2002,3.9,Thriller
Drive-in Movie Memories,2001,7.9,Documentary
On the Road to Emmaus,2001,6.6,Comedy
On the Road to Emmaus,2001,6.6,Musical
Free Jimmy,2006,6.1,Animation
Free Jimmy,2006,6.1,Comedy
A Trumpet in the Wadi,2002,6.7,Drama
A Trumpet in the Wadi,2002,6.7,Romance
Her Majesty,2001,7.1,Family
Hera Purple,2001,4.5,Thriller
A Janela (Maryalva Mix),2001,6.8,Comedy
Nothing Like Dreaming,2004,7.6,Drama
Human Pork Chop,2001,4.7,Crime
Human Pork Chop,2001,4.7,Horror
Waterboys,2001,7.2,Comedy
Waterboys,2001,7.2,Sport
Wheelmen,2005,4.3,Comedy
The Year Zero,2002,6.1,Documentary
Zenith,2001,7.4,Documentary
100 Mile Rule,2002,5.7,Comedy
Bedford Springs,2002,7,Comedy
Chicago,2002,7.2,Comedy
Chicago,2002,7.2,Crime
Chicago,2002,7.2,Musical
The Color of Water,2002,7,Comedy
The Color of Water,2002,7,Romance
They Crawl,2001,3.6,Horror
They Crawl,2001,3.6,Sci-Fi
They Crawl,2001,3.6,Thriller
Curve,2002,5.2,Documentary
Dead Room,2001,5,Horror
Indian,2001,5.3,Action
Indian,2001,5.3,Crime
Indian,2001,5.3,Drama
Jersey Girl,2004,6.2,Comedy
Jersey Girl,2004,6.2,Drama
Jersey Girl,2004,6.2,Romance
Kart Racer,2003,5.8,Comedy
Kart Racer,2003,5.8,Drama
Kart Racer,2003,5.8,Family
Landfall,2001,8.6,Drama
Landfall,2001,8.6,Romance
The Last Great Wilderness,2002,5.8,Comedy
The Last Great Wilderness,2002,5.8,Drama
Leela,2002,6.9,Drama
Leela,2002,6.9,Romance
Lilya 4-Ever,2002,7.9,Crime
Lilya 4-Ever,2002,7.9,Drama
Lost Zweig,2002,6.5,Drama
Dog Gone Love,2004,5.1,Comedy
Dog Gone Love,2004,5.1,Romance
The Maori Merchant of Venice,2002,6.9,Drama
My Brother the Vampire,2001,6.8,Comedy
My Brother the Vampire,2001,6.8,Drama
My Brother the Vampire,2001,6.8,Romance
Mid-Century,2002,8.6,Drama
Huang xin jia qi,2001,6.7,Drama
Misuzu,2001,6.1,Drama
Morvern Callar,2002,6.8,Drama
Naked,2002,6.1,Comedy
Naked,2002,6.1,Drama
Newenas weite Reise,2001,5.3,Drama
Newenas weite Reise,2001,5.3,Family
The Holy Girl,2004,6.7,Drama
On Their Knees,2001,6.4,Comedy
Paule and Julia,2002,6.6,Drama
Portret podwójny,2001,5.5,Drama
Reich,2001,4.9,Action
Reich,2001,4.9,Crime
Reich,2001,4.9,Drama
Red Satin,2002,6.7,Drama
Red Satin,2002,6.7,Musical
Scheme C6,2001,8.2,Crime
Scheme C6,2001,8.2,Drama
Scheme C6,2001,8.2,Romance
Wanee & Junah,2001,7.1,Drama
Wanee & Junah,2001,7.1,Romance
The War Effort,2003,7.7,Comedy
The War Effort,2003,7.7,War
Weg!,2002,6.6,Adventure
Weg!,2002,6.6,Drama
Weg!,2002,6.6,Romance
The Hexer,2001,3.6,Adventure
The Hexer,2001,3.6,Fantasy
12 Hours,2001,6.2,Comedy
12 Hours,2001,6.2,Drama
12 Hours,2001,6.2,Music
Absolon,2003,4.2,Action
Absolon,2003,4.2,Sci-Fi
Absolon,2003,4.2,Thriller
All Babes Want to Kill Me,2005,5.3,Comedy
All Babes Want to Kill Me,2005,5.3,Romance
Alles wegen Paul,2001,3.7,Comedy
Machin: A Full Life,2002,7,Documentary
Machin: A Full Life,2002,7,Musical
Chalo Ishq Larain,2002,4.2,Comedy
Chalo Ishq Larain,2002,4.2,Musical
Chalo Ishq Larain,2002,4.2,Romance
Close to Home,2001,7.4,Documentary
Like an Airplane,2002,4.8,Biography
Like an Airplane,2002,4.8,Drama
Cyberman,2001,6.2,Documentary
Home Truths,2002,6.1,Thriller
Dead or Alive: Final,2002,5.9,Comedy
Dead or Alive: Final,2002,5.9,Crime
Dead or Alive: Final,2002,5.9,Drama
Deewaanapan,2001,4.6,Action
Deewaanapan,2001,4.6,Romance
Deliver Us from Eva,2003,6.1,Comedy
Deliver Us from Eva,2003,6.1,Drama
Deliver Us from Eva,2003,6.1,Romance
The Ghosts of Edendale,2003,3.8,Horror
The Ghosts of Edendale,2003,3.8,Thriller
The Ghosts of Edendale,2003,3.8,Western
Dirty Pretty Things,2002,7.4,Crime
Dirty Pretty Things,2002,7.4,Drama
Dirty Pretty Things,2002,7.4,Thriller
"My Boss, My Hero",2001,6.4,Action
